user_id,state,country
73541729,NY,USA
21679917,PA,USA
3484921,NJ,USA
11376334,NY,USA
30425997,NY,USA
80974584,NY,USA
92148451,PA,USA
20808414,NJ,USA
63595747,NJ,USA
50717562,PA,USA
92016029,NY,USA
8860581,NY,USA
46782562,NY,USA
96344687,NY,USA
503137,PA,USA
9992994,PA,USA
55588773,NY,USA
35520046,PA,USA
50439723,PA,USA
12796446,NY,USA
24508099,NJ,USA
90497842,NJ,USA
57063325,NY,USA
43475976,PA,USA
13964448,PA,USA
79518697,NJ,USA
28557507,NY,USA
95583343,NY,USA
18490799,PA,USA
21308133,PA,USA
34657757,NY,USA
82371362,PA,USA
58533245,PA,USA
30839587,PA,USA
44374047,PA,USA
91542180,PA,USA
21053186,NY,USA
91066607,NY,USA
38985313,NY,USA
75090232,NY,USA
71505203,NY,USA
68243957,NY,USA
35541892,NY,USA
34859042,PA,USA
50695310,NY,USA
4113842,NJ,USA
67982264,NY,USA
21372772,PA,USA
82737578,NY,USA
24222822,NJ,USA
67588479,NY,USA
10978906,PA,USA
43865118,NY,USA
41231851,NY,USA
82593790,NY,USA
38247409,PA,USA
10245241,PA,USA
9223815,NJ,USA
3010741,NJ,USA
22921006,NY,USA
27121884,NY,USA
86119307,PA,USA
33606518,PA,USA
92883000,NY,USA
43646209,NJ,USA
9773111,PA,USA
44352943,NY,USA
68361412,NJ,USA
62212045,NJ,USA
15515212,NY,USA
81903773,PA,USA
72282357,NY,USA
87685329,NY,USA
81139292,NJ,USA
6505699,NJ,USA
5142545,NY,USA
76104785,NJ,USA
12924323,NJ,USA
6256656,NY,USA
81684717,PA,USA
2493179,NJ,USA
41851924,NY,USA
43325899,PA,USA
31530415,NY,USA
69104767,PA,USA
5681490,NY,USA
80777908,NY,USA
73311472,NY,USA
73678728,NY,USA
24198311,NJ,USA
66482949,NY,USA
28816437,NJ,USA
81433820,NY,USA
11121556,NY,USA
80704948,NJ,USA
13704946,PA,USA
1165760,PA,USA
47805881,PA,USA
47942237,PA,USA
32218483,NY,USA
55261314,NY,USA
90927820,PA,USA
77385580,NJ,USA
50972501,PA,USA
88586965,NY,USA
99575904,NY,USA
76509095,NY,USA
71869493,NY,USA
14698438,NJ,USA
8375606,NJ,USA
39224326,NY,USA
30609056,PA,USA
54958456,NY,USA
48808617,PA,USA
62576967,PA,USA
50807019,PA,USA
3951020,NJ,USA
21991821,PA,USA
62122301,NY,USA
72404264,NJ,USA
43221376,PA,USA
59081078,NY,USA
76649339,NY,USA
80053841,NJ,USA
76336720,PA,USA
79649220,NJ,USA
68022330,NY,USA
7294079,NY,USA
15947924,NY,USA
270059,PA,USA
40193553,NY,USA
3215426,NY,USA
24624819,PA,USA
28026127,PA,USA
44147373,PA,USA
3197948,NY,USA
52548649,NY,USA
37240276,PA,USA
61144799,NY,USA
92171511,PA,USA
6560429,NJ,USA
37614753,NJ,USA
91512346,NJ,USA
87816533,PA,USA
58011137,NY,USA
97311857,PA,USA
56666153,NJ,USA
94045742,NY,USA
47656668,NY,USA
49323088,NY,USA
73726051,NY,USA
44375515,PA,USA
73652556,PA,USA
16833804,PA,USA
25527250,PA,USA
81963690,PA,USA
35574956,PA,USA
14779710,NY,USA
89413079,PA,USA
45695243,PA,USA
49955367,NJ,USA
58161089,NY,USA
40510202,NY,USA
10322691,PA,USA
19516461,NY,USA
40678237,NY,USA
42092056,NY,USA
62377336,PA,USA
80674106,PA,USA
98038508,PA,USA
87455971,NY,USA
91828018,PA,USA
58340998,PA,USA
99133822,NY,USA
24279371,NY,USA
14678356,NY,USA
94640754,NJ,USA
12650962,NY,USA
95737134,PA,USA
26716706,NY,USA
97404958,PA,USA
12494674,NY,USA
44642490,PA,USA
75131968,NY,USA
78415651,NY,USA
98745652,PA,USA
79880768,PA,USA
51655597,PA,USA
94084075,NY,USA
74254695,NJ,USA
14548983,NJ,USA
18380054,NY,USA
72994938,NY,USA
3394137,PA,USA
48150433,PA,USA
59579590,PA,USA
27812344,NY,USA
23390052,PA,USA
48314990,NY,USA
58550754,NY,USA
48486342,NY,USA
63808007,NJ,USA
61758862,NY,USA
30690318,NY,USA
71236199,PA,USA
48400659,NY,USA
26889912,PA,USA
59750260,NY,USA
80030095,NY,USA
79239021,NY,USA
85452902,NY,USA
65065384,NY,USA
28921683,NJ,USA
33563032,NY,USA
69637405,PA,USA
41925267,PA,USA
91652434,NJ,USA
20597537,NY,USA
61823248,PA,USA
57207380,PA,USA
55376791,NJ,USA
16059075,NJ,USA
4569791,NJ,USA
84977797,PA,USA
97808111,NY,USA
55553465,NJ,USA
82949891,PA,USA
7976879,PA,USA
56843995,NY,USA
87694315,NJ,USA
76684837,NJ,USA
55840835,PA,USA
24731347,NJ,USA
42026870,NY,USA
29748502,NY,USA
99277798,NJ,USA
25143064,PA,USA
13121897,NY,USA
87042288,PA,USA
78596455,NJ,USA
83210243,PA,USA
50740203,NJ,USA
1827951,NJ,USA
72992470,NJ,USA
76158046,PA,USA
23682838,NY,USA
77019310,NJ,USA
37057006,NY,USA
86694198,PA,USA
61731215,NJ,USA
21183978,NY,USA
77636301,NY,USA
43417963,PA,USA
82485352,PA,USA
45774997,NJ,USA
60768215,NY,USA
42973199,NY,USA
83761573,NJ,USA
98476081,NY,USA
49675510,NY,USA
36785223,NY,USA
92706631,PA,USA
83755156,NY,USA
42367769,NY,USA
77512395,NJ,USA
98854712,NY,USA
31974994,PA,USA
8943591,NJ,USA
11087091,NJ,USA
57811544,NY,USA
74601009,NY,USA
95331253,NJ,USA
441312,PA,USA
14791326,NJ,USA
1184376,PA,USA
700707,NY,USA
66241166,NJ,USA
21748910,NY,USA
86111960,PA,USA
89412669,NY,USA
4945430,NY,USA
80260720,PA,USA
90900625,NJ,USA
15107008,PA,USA
47875763,PA,USA
9617136,NY,USA
24181602,PA,USA
32899897,PA,USA
24686155,PA,USA
45312117,NY,USA
47919053,NJ,USA
50900849,PA,USA
83657132,PA,USA
18962273,NJ,USA
37438525,PA,USA
13382536,PA,USA
37127974,PA,USA
91417697,NY,USA
88559415,NJ,USA
99880007,NY,USA
9647343,PA,USA
26976024,NY,USA
58637416,NJ,USA
46104341,PA,USA
19382288,NY,USA
62374066,NJ,USA
36985552,NY,USA
74936317,PA,USA
67477186,PA,USA
95152514,NJ,USA
49281988,NJ,USA
96606649,NY,USA
39987785,PA,USA
21906486,PA,USA
32320885,NY,USA
18565169,PA,USA
31290751,NJ,USA
16234689,NY,USA
72962048,PA,USA
8928817,NY,USA
39842180,NY,USA
37000714,PA,USA
33871792,NJ,USA
70754177,NY,USA
32113677,PA,USA
61379240,NY,USA
41061586,PA,USA
37119023,NY,USA
24161504,NJ,USA
82441716,NJ,USA
40501205,PA,USA
13454569,NY,USA
28622153,NY,USA
69591040,PA,USA
40792965,NY,USA
96466773,NY,USA
54386230,PA,USA
39306093,PA,USA
3203656,NJ,USA
76542265,NY,USA
14423723,NJ,USA
45379211,PA,USA
16869300,PA,USA
82278561,NJ,USA
39723883,PA,USA
38629608,PA,USA
941778,NY,USA
50007675,NY,USA
37263523,NY,USA
52118713,PA,USA
34537440,NY,USA
84718108,PA,USA
69036669,PA,USA
18024665,PA,USA
4510254,NY,USA
69666242,NY,USA
31342017,NY,USA
83642957,NY,USA
93362427,NJ,USA
18763557,NJ,USA
42364297,PA,USA
48372105,PA,USA
27150695,NJ,USA
88961568,NY,USA
65324978,NJ,USA
36832414,NJ,USA
18735539,PA,USA
63144267,PA,USA
3679585,NY,USA
45510740,PA,USA
12294061,NY,USA
57406852,NY,USA
71954427,NJ,USA
92738221,NY,USA
42270441,NY,USA
42320968,PA,USA
67489955,PA,USA
95807585,NY,USA
13137512,PA,USA
19621600,NY,USA
13444882,NY,USA
47762205,NY,USA
43380596,NJ,USA
59619777,NY,USA
13119777,NY,USA
61703767,PA,USA
72710102,PA,USA
42892331,NJ,USA
41434309,PA,USA
52337224,NJ,USA
82708447,NY,USA
29569738,NY,USA
41448564,NY,USA
76665672,PA,USA
89785738,NJ,USA
96168623,NJ,USA
62533832,NY,USA
9705771,NY,USA
415071,NY,USA
46269840,PA,USA
76339349,NJ,USA
75668074,PA,USA
28359002,NY,USA
98433523,PA,USA
4614080,NY,USA
82650311,NY,USA
37370426,NY,USA
21038315,NY,USA
20416463,NY,USA
6824222,PA,USA
87448654,PA,USA
90166090,NY,USA
64087051,NY,USA
64134220,PA,USA
60085951,PA,USA
94078083,NY,USA
94085978,NY,USA
59144196,NJ,USA
67066688,PA,USA
31744366,PA,USA
52491208,NY,USA
67464070,PA,USA
6057576,NY,USA
53890739,PA,USA
76801926,NY,USA
51240210,NY,USA
57849976,NY,USA
45231245,NY,USA
65109510,PA,USA
60193922,NJ,USA
84698544,PA,USA
68921137,NJ,USA
58094869,PA,USA
67887712,NJ,USA
9085307,NY,USA
67131132,NJ,USA
83655797,NJ,USA
78325791,PA,USA
64835835,PA,USA
65706182,NY,USA
40069632,NJ,USA
22912106,NY,USA
23687666,PA,USA
17320261,PA,USA
76992474,PA,USA
62563442,NJ,USA
46440777,NY,USA
79168649,PA,USA
74976567,NY,USA
2604102,NY,USA
10418920,NY,USA
13777738,NJ,USA
88491463,NY,USA
71695963,PA,USA
62081498,PA,USA
86769110,PA,USA
96493899,NY,USA
29267809,PA,USA
94673651,PA,USA
48812287,NY,USA
67327245,NJ,USA
30909568,NY,USA
45909736,NY,USA
59638689,PA,USA
80243096,NJ,USA
43671768,NY,USA
31134460,PA,USA
20923871,PA,USA
16495010,NJ,USA
56956677,NY,USA
45177783,NY,USA
60326587,PA,USA
22638324,PA,USA
36088386,NY,USA
37312973,NY,USA
64217716,NY,USA
76010261,NY,USA
71320385,PA,USA
26511554,NJ,USA
59257470,PA,USA
35279131,NY,USA
90881113,NY,USA
87931520,PA,USA
12659915,NY,USA
29957158,NJ,USA
85090457,PA,USA
11847238,NY,USA
85746762,PA,USA
12685105,PA,USA
40083579,NY,USA
56566086,PA,USA
57263700,PA,USA
33926668,NY,USA
89496474,PA,USA
29848941,NY,USA
78766122,NJ,USA
76416328,NJ,USA
38035151,NJ,USA
54520137,NJ,USA
40293319,NJ,USA
24036610,NY,USA
46593337,PA,USA
93773555,NJ,USA
58161606,PA,USA
48034008,PA,USA
18627018,NJ,USA
17396152,PA,USA
19903230,NY,USA
2799582,NJ,USA
75469847,NY,USA
30378183,NJ,USA
40334452,NY,USA
4835396,PA,USA
36022890,NJ,USA
64584686,NY,USA
35376749,NJ,USA
25084862,NY,USA
10834933,PA,USA
98581117,PA,USA
7494189,PA,USA
37189374,PA,USA
2217249,NJ,USA
28931016,NY,USA
26841836,NY,USA
97309905,PA,USA
33773687,PA,USA
8419668,NJ,USA
13399800,NJ,USA
69852681,NJ,USA
36409223,NY,USA
82524864,NY,USA
44275455,PA,USA
48628505,PA,USA
59969792,PA,USA
12439505,NY,USA
55997782,PA,USA
34675649,NY,USA
6020546,PA,USA
56537886,PA,USA
303698,NY,USA
49009798,NY,USA
77605502,PA,USA
88577723,PA,USA
82132453,PA,USA
54996232,NJ,USA
33904958,PA,USA
8088680,NJ,USA
63497698,PA,USA
46051792,PA,USA
14058593,NJ,USA
25248461,PA,USA
82349451,PA,USA
12239641,PA,USA
82062694,PA,USA
70162937,NY,USA
68741874,NJ,USA
93290569,NY,USA
90473171,NJ,USA
90363717,NY,USA
14971212,NJ,USA
15590219,NJ,USA
56632152,NY,USA
54654980,PA,USA
36554246,NY,USA
49840947,PA,USA
14568355,PA,USA
38294912,NY,USA
65735075,NJ,USA
12115094,PA,USA
61463096,PA,USA
79228207,PA,USA
27828614,NJ,USA
78026696,NY,USA
27956264,NY,USA
74762046,PA,USA
36775143,NY,USA
88634022,PA,USA
68900158,NY,USA
22570119,NY,USA
81873320,NY,USA
56859063,NY,USA
64081150,NJ,USA
82722805,PA,USA
24516209,PA,USA
65476435,NY,USA
6402849,PA,USA
38418674,NY,USA
37404110,NY,USA
25782254,NY,USA
83777098,PA,USA
91334150,NY,USA
3063126,NY,USA
63272354,NJ,USA
93001924,PA,USA
75298674,NY,USA
72835297,NJ,USA
88306776,PA,USA
52978797,NJ,USA
28360590,NY,USA
64505510,PA,USA
37663486,NJ,USA
19293396,NJ,USA
62800900,PA,USA
91267543,NJ,USA
25538003,NY,USA
80642361,PA,USA
96670703,PA,USA
26130314,NY,USA
45886236,NJ,USA
40356087,NY,USA
96241408,NY,USA
34296567,PA,USA
20280089,NJ,USA
24274652,NJ,USA
74328555,NY,USA
22669613,NY,USA
40121270,NJ,USA
70812305,PA,USA
25184594,NY,USA
98318929,NY,USA
61056165,PA,USA
7224064,NY,USA
39157492,NY,USA
29707243,NY,USA
90463151,NY,USA
94604620,NY,USA
61922940,NY,USA
58379285,NJ,USA
69573106,NY,USA
55697529,PA,USA
99420744,NY,USA
22308048,PA,USA
32254659,NJ,USA
4581552,NY,USA
35215857,NY,USA
17027042,PA,USA
33844708,PA,USA
89334622,PA,USA
80046707,NJ,USA
98789304,NY,USA
96678960,NY,USA
44496608,PA,USA
12819959,PA,USA
68100013,PA,USA
5924151,NJ,USA
43726356,PA,USA
62239536,PA,USA
78456389,NJ,USA
3699056,PA,USA
62480027,NJ,USA
32075151,NJ,USA
56910238,NJ,USA
1538797,NJ,USA
71997881,PA,USA
7894312,NJ,USA
61126986,NY,USA
13899411,NY,USA
51250647,NY,USA
86427057,PA,USA
81942788,NJ,USA
74620605,NY,USA
30326051,NJ,USA
31049,NY,USA
16647103,PA,USA
89928219,NY,USA
34929796,NY,USA
9028973,NJ,USA
53426209,PA,USA
34869489,PA,USA
770660,PA,USA
86759518,PA,USA
45380434,PA,USA
96709049,PA,USA
55762846,NY,USA
27179494,PA,USA
86392241,NJ,USA
39883384,PA,USA
80643385,NY,USA
46607826,PA,USA
38588786,NJ,USA
27046341,NY,USA
77578366,NJ,USA
3088849,PA,USA
69806242,NY,USA
5325321,PA,USA
20796314,NY,USA
37795149,NJ,USA
52139675,NJ,USA
83661735,PA,USA
86844587,NY,USA
37089677,PA,USA
64062117,NY,USA
16159432,NY,USA
77743540,PA,USA
21212314,PA,USA
54125867,PA,USA
46819463,PA,USA
625315,NY,USA
52972341,NY,USA
76413453,PA,USA
72459611,NY,USA
98566952,PA,USA
89412112,NY,USA
83524160,NJ,USA
71652495,PA,USA
32466266,NY,USA
42633144,PA,USA
83128452,NY,USA
41160719,NY,USA
7449659,NY,USA
6824952,NJ,USA
664346,NJ,USA
93706117,NY,USA
4994429,NJ,USA
29658049,NJ,USA
55262009,NY,USA
80986319,PA,USA
54271524,PA,USA
57895925,NY,USA
86166805,PA,USA
2909983,NY,USA
78459240,NY,USA
8451790,NY,USA
88147290,NY,USA
10572136,NY,USA
33950019,NJ,USA
47188093,NJ,USA
50957978,NJ,USA
35044836,PA,USA
36073650,NJ,USA
74232997,PA,USA
80530284,NJ,USA
42301463,NJ,USA
935180,PA,USA
31809327,NY,USA
37020328,NY,USA
39682221,PA,USA
25452139,NY,USA
52035252,PA,USA
82862547,NY,USA
42987650,NJ,USA
56666822,PA,USA
92624284,PA,USA
9258877,PA,USA
99144511,NJ,USA
34439762,NY,USA
63789169,NY,USA
15083309,NY,USA
24607330,PA,USA
42093838,NJ,USA
19939243,NY,USA
38954012,PA,USA
13384275,PA,USA
660896,NY,USA
55488658,NY,USA
92625077,NY,USA
56340648,NY,USA
89816023,NJ,USA
90456552,PA,USA
83830788,PA,USA
16813666,NY,USA
95105210,NY,USA
27765719,NY,USA
95492922,NJ,USA
49641893,NJ,USA
63641470,NY,USA
67392287,NJ,USA
53983933,NY,USA
59930723,NY,USA
85515589,NJ,USA
43520094,PA,USA
16037102,NY,USA
88079663,NY,USA
22795842,NJ,USA
32353996,NJ,USA
94315043,NY,USA
90794705,PA,USA
56861483,PA,USA
32607944,NY,USA
59200115,NY,USA
56913419,PA,USA
64493378,NJ,USA
11842146,NY,USA
95284724,NY,USA
72761918,NY,USA
48835033,PA,USA
24718125,NJ,USA
30311949,NJ,USA
62932549,NJ,USA
72933252,NY,USA
23888191,NJ,USA
82489817,NJ,USA
84353280,NJ,USA
25202976,NJ,USA
12831904,PA,USA
64274053,NY,USA
74156233,PA,USA
8333159,PA,USA
30873384,NJ,USA
99374156,NY,USA
16511891,PA,USA
67983027,NJ,USA
80887619,NY,USA
60895506,PA,USA
49426927,NY,USA
36024508,NY,USA
56603594,NJ,USA
80520530,NJ,USA
86692793,NY,USA
19025765,NY,USA
17623912,NY,USA
17886403,NJ,USA
33880803,PA,USA
11130334,PA,USA
68380077,NY,USA
87686786,NY,USA
38577182,NY,USA
88502423,NY,USA
29992975,PA,USA
19483406,NJ,USA
87801466,PA,USA
11572095,NJ,USA
2175522,PA,USA
75540791,PA,USA
14091235,PA,USA
59787557,PA,USA
34053927,PA,USA
94830864,NY,USA
93970620,NY,USA
89973581,NY,USA
80407471,PA,USA
80335686,NJ,USA
2744280,NY,USA
67876096,PA,USA
54862461,NJ,USA
64811973,NJ,USA
64140213,NY,USA
52720944,NY,USA
50912248,NY,USA
19972708,NJ,USA
72716551,NJ,USA
59834420,NY,USA
10166889,NJ,USA
5317372,NY,USA
44364465,PA,USA
54307374,PA,USA
4487172,PA,USA
73245250,NJ,USA
94181862,NY,USA
66426331,NY,USA
76651473,NJ,USA
25760574,NY,USA
38605479,NY,USA
81651379,NJ,USA
10247236,NY,USA
54055680,NJ,USA
14697590,NY,USA
66356745,NJ,USA
72639531,NJ,USA
78847919,NY,USA
20446827,NY,USA
36570049,NJ,USA
75318939,PA,USA
57151930,NY,USA
79290944,NY,USA
34681961,PA,USA
51473275,PA,USA
64844617,NY,USA
1377873,NY,USA
77742495,NY,USA
52004823,PA,USA
78920887,NJ,USA
60096639,PA,USA
33740636,NJ,USA
1503380,NY,USA
44262238,NY,USA
46282711,NY,USA
6993065,NJ,USA
64977732,PA,USA
58246525,NY,USA
10192391,NJ,USA
36304167,NY,USA
86566619,NY,USA
93454645,PA,USA
27540359,NY,USA
34562583,NY,USA
44302595,NJ,USA
8470325,NY,USA
9968209,PA,USA
58657646,PA,USA
42755561,NY,USA
11424315,NY,USA
29896591,NY,USA
